,time,theta,psi
116,1.93333333333333000000E+00,1.24093097449201000000E-02,2.21468221474194000000E-04
117,1.95000000000000000000E+00,1.31754203975498000000E-02,2.38685639331787000000E-04
118,1.96666666666667000000E+00,1.39415310501795000000E-02,2.55903057189379000000E-04
119,1.98333333333333000000E+00,1.47076417028092000000E-02,2.73120475046972000000E-04
120,2.00000000000000000000E+00,1.54737523554389000000E-02,2.90337892904565000000E-04
121,2.01666666666667000000E+00,1.62398630080686000000E-02,3.07555310762157000000E-04
122,2.03333333333333000000E+00,1.72178726690763000000E-02,3.35906597108754000000E-04
123,2.05000000000000000000E+00,1.82430381600185000000E-02,3.66735605333329000000E-04
124,2.06666666666667000000E+00,1.92682036509607000000E-02,3.97564613557906000000E-04
125,2.08333333333333000000E+00,2.02933691419029000000E-02,4.28393621782481000000E-04
126,2.10000000000000000000E+00,2.13185346328451000000E-02,4.59222630007057000000E-04
127,2.11666666666667000000E+00,2.24879291689349000000E-02,5.00171478360054000000E-04
128,2.13333333333333000000E+00,2.38615602706807000000E-02,5.55450598335542000000E-04
129,2.15000000000000000000E+00,2.52351913724265000000E-02,6.10729718311030000000E-04
130,2.16666666666667000000E+00,2.66088224741723000000E-02,6.66008838286518000000E-04
131,2.18333333333333000000E+00,2.79824535759181000000E-02,7.21287958262005000000E-04
132,2.20000000000000000000E+00,2.93606662788834000000E-02,7.76996882575242000000E-04
133,2.21666666666667000000E+00,3.12006038770650000000E-02,8.76020655410802000000E-04
134,2.23333333333333000000E+00,3.30405414752466000000E-02,9.75044428246362000000E-04
135,2.25000000000000000000E+00,3.48804790734282000000E-02,1.07406820108192000000E-03
136,2.26666666666667000000E+00,3.67204166716098000000E-02,1.17309197391748000000E-03
137,2.28333333333333000000E+00,3.85603542697914000000E-02,1.27211574675304000000E-03
138,2.30000000000000000000E+00,4.07914334090959000000E-02,1.42031960359051000000E-03
139,2.31666666666667000000E+00,4.32499572037201000000E-02,1.59712115736986000000E-03
140,2.33333333333333000000E+00,4.57084809983443000000E-02,1.77392271114921000000E-03
141,2.35000000000000000000E+00,4.81670047929685000000E-02,1.95072426492855000000E-03
142,2.36666666666667000000E+00,5.06255285875927000000E-02,2.12752581870789000000E-03
143,2.38333333333333000000E+00,5.32968394057187000000E-02,2.33989784614214000000E-03
144,2.40000000000000000000E+00,5.65904596712556000000E-02,2.65629803018123000000E-03
145,2.41666666666667000000E+00,5.98840799367926000000E-02,2.97269821422030000000E-03
146,2.43333333333333000000E+00,6.31777002023295000000E-02,3.28909839825938000000E-03
147,2.45000000000000000000E+00,6.64713204678665000000E-02,3.60549858229847000000E-03
148,2.46666666666667000000E+00,6.97649407334034000000E-02,3.92189876633755000000E-03
149,2.48333333333333000000E+00,7.40492847064689000000E-02,4.45859680676663000000E-03
150,2.50000000000000000000E+00,7.84721982755587000000E-02,5.02610725708666000000E-03
151,2.51666666666667000000E+00,8.28951118446486000000E-02,5.59361770740667000000E-03
152,2.53333333333333000000E+00,8.73180254137385000000E-02,6.16112815772669000000E-03
153,2.55000000000000000000E+00,9.17409389828283000000E-02,6.72863860804671000000E-03
154,2.56666666666667000000E+00,9.69179601643378000000E-02,7.51877670162152000000E-03
155,2.58333333333333000000E+00,1.02849736743334000000E-01,8.53173367755344000000E-03
156,2.60000000000000000000E+00,1.08781513322331000000E-01,9.54469065348537000000E-03
157,2.61666666666667000000E+00,1.14713289901327000000E-01,1.05576476294173000000E-02
158,2.63333333333333000000E+00,1.20645066480324000000E-01,1.15706046053492000000E-02
159,2.65000000000000000000E+00,1.27019486339085000000E-01,1.27567512093396000000E-02
160,2.66666666666667000000E+00,1.34948426914625000000E-01,1.45511231655621000000E-02
161,2.68333333333333000000E+00,1.42877367490164000000E-01,1.63454951217845000000E-02
162,2.70000000000000000000E+00,1.50806308065704000000E-01,1.81398670780070000000E-02
163,2.71666666666667000000E+00,1.58735248641244000000E-01,1.99342390342295000000E-02
164,2.73333333333333000000E+00,1.66664189216784000000E-01,2.17286109904520000000E-02
165,2.75000000000000000000E+00,1.77156799159165000000E-01,2.48307630514064000000E-02
166,2.76666666666667000000E+00,1.87802969251864000000E-01,2.80112492813700000000E-02
167,2.78333333333333000000E+00,1.98449139344563000000E-01,3.11917355113335000000E-02
168,2.80000000000000000000E+00,2.09095309437262000000E-01,3.43722217412971000000E-02
169,2.81666666666667000000E+00,2.19741479529961000000E-01,3.75527079712606000000E-02
170,2.83333333333333000000E+00,2.32856030947392000000E-01,4.23565469661483000000E-02
171,2.85000000000000000000E+00,2.47212172119311000000E-01,4.79769284217381000000E-02
172,2.86666666666667000000E+00,2.61568313291229000000E-01,5.35973098773279000000E-02
173,2.88333333333333000000E+00,2.75924454463148000000E-01,5.92176913329177000000E-02
174,2.90000000000000000000E+00,2.90280595635066000000E-01,6.48380727885075000000E-02
175,2.91666666666667000000E+00,3.06509563157168000000E-01,7.20190450762250000000E-02
176,2.93333333333333000000E+00,3.25702703396111000000E-01,8.16700065149887000000E-02
177,2.95000000000000000000E+00,3.44895843635054000000E-01,9.13209679537523000000E-02
178,2.96666666666667000000E+00,3.64088983873997000000E-01,1.00971929392516000000E-01
179,2.98333333333333000000E+00,3.83282124112940000000E-01,1.10622890831279000000E-01
180,3.00000000000000000000E+00,4.04353942381296000000E-01,1.22117077321791000000E-01
181,3.01666666666667000000E+00,4.30196276604113000000E-01,1.38291754231285000000E-01
182,3.03333333333333000000E+00,4.56038610826931000000E-01,1.54466431140778000000E-01
183,3.05000000000000000000E+00,4.81880945049747000000E-01,1.70641108050271000000E-01
184,3.06666666666667000000E+00,5.07723279272565000000E-01,1.86815784959765000000E-01
185,3.08333333333333000000E+00,5.35150283563632000000E-01,2.04673657570000000000E-01
186,3.10000000000000000000E+00,5.69900427150490000000E-01,2.30309979982238000000E-01
187,3.11666666666667000000E+00,6.04650570737348000000E-01,2.55946302394475000000E-01
188,3.13333333333333000000E+00,6.39400714324205000000E-01,2.81582624806713000000E-01
189,3.15000000000000000000E+00,6.74150857911063000000E-01,3.07218947218951000000E-01
190,3.16666666666667000000E+00,7.09722239400726000000E-01,3.33589739159147000000E-01
191,3.18333333333333000000E+00,7.55683626023949000000E-01,3.69252774114268000000E-01
192,3.20000000000000000000E+00,8.01645012647175000000E-01,4.04915809069389000000E-01
193,3.21666666666667000000E+00,8.47606399270399000000E-01,4.40578844024510000000E-01
194,3.23333333333333000000E+00,8.93567785893621000000E-01,4.76241878979631000000E-01
195,3.25000000000000000000E+00,9.39529172516846000000E-01,5.11904913934752000000E-01
196,3.26666666666667000000E+00,9.97301513179615000000E-01,5.49831226368010000000E-01
197,3.28333333333333000000E+00,1.05545666767355000000E+00,5.87830895612198000000E-01
198,3.30000000000000000000E+00,1.11361182216748000000E+00,6.25830564856386000000E-01
199,3.31666666666667000000E+00,1.17176697666141000000E+00,6.63830234100575000000E-01
200,3.33333333333333000000E+00,1.23617270634139000000E+00,6.94045099785130000000E-01
201,3.35000000000000000000E+00,1.30679603985609000000E+00,7.16516226209828000000E-01
202,3.36666666666667000000E+00,1.37741937337078000000E+00,7.38987352634525000000E-01
203,3.38333333333333000000E+00,1.44804270688548000000E+00,7.61458479059222000000E-01
204,3.40000000000000000000E+00,1.51909966527244000000E+00,7.82597924739250000000E-01
205,3.41666666666667000000E+00,1.60246220875065000000E+00,7.65946386169802000000E-01
206,3.43333333333333000000E+00,1.68582475222886000000E+00,7.49294847600354000000E-01
207,3.45000000000000000000E+00,1.76918729570707000000E+00,7.32643309030906000000E-01
208,3.46666666666667000000E+00,1.85254983918529000000E+00,7.15991770461459000000E-01
209,3.48333333333333000000E+00,1.94252741596483000000E+00,6.72967671562406000000E-01
210,3.50000000000000000000E+00,2.03756172737531000000E+00,6.09783577535476000000E-01
211,3.51666666666667000000E+00,2.13259603878580000000E+00,5.46599483508544000000E-01
212,3.53333333333333000000E+00,2.22763035019629000000E+00,4.83415389481614000000E-01
213,3.55000000000000000000E+00,2.32345292002069000000E+00,4.18858353820259000000E-01
214,3.56666666666667000000E+00,2.42641169796073000000E+00,3.41871895191716000000E-01
215,3.58333333333333000000E+00,2.52937047590077000000E+00,2.64885436563173000000E-01
216,3.60000000000000000000E+00,2.63232925384081000000E+00,1.87898977934630000000E-01
217,3.61666666666667000000E+00,2.73868761381415000000E+00,1.34779881612687000000E-01
218,3.63333333333333000000E+00,2.84554639864808000000E+00,8.51741058512427000000E-02
219,3.65000000000000000000E+00,2.95240518348201000000E+00,3.55683300897986000000E-02
220,3.66666666666667000000E+00,3.05998915979839000000E+00,2.03794771716664000000E-02
221,3.68333333333333000000E+00,3.16797419177692000000E+00,2.42243582587394000000E-02
222,3.70000000000000000000E+00,3.27595922375544000000E+00,2.80692393458125000000E-02
223,3.71666666666667000000E+00,3.38309961886196000000E+00,5.31313936800082000000E-02
224,3.73333333333333000000E+00,3.48905483740791000000E+00,1.07965176231568000000E-01
225,3.75000000000000000000E+00,3.59501005595385000000E+00,1.62798958783130000000E-01
226,3.76666666666667000000E+00,3.69992226778522000000E+00,2.21695210823661000000E-01
227,3.78333333333333000000E+00,3.80033930544156000000E+00,2.98099986710145000000E-01
228,3.80000000000000000000E+00,3.90075634309790000000E+00,3.74504762596629000000E-01
229,3.81666666666667000000E+00,4.00117338075425000000E+00,4.50909538483117000000E-01
230,3.83333333333333000000E+00,4.09401561904562000000E+00,5.15701592067732000000E-01
231,3.85000000000000000000E+00,4.18654671711753000000E+00,5.80016644904020000000E-01
232,3.86666666666667000000E+00,4.27907781518945000000E+00,6.44331697740309000000E-01
233,3.88333333333333000000E+00,4.36504662351544000000E+00,6.86250562421971000000E-01
234,3.90000000000000000000E+00,4.44862213838270000000E+00,7.20001447223691000000E-01
235,3.91666666666667000000E+00,4.53219765324997000000E+00,7.53752332025409000000E-01
236,3.93333333333333000000E+00,4.61113635748722000000E+00,7.71555843107678000000E-01
237,3.95000000000000000000E+00,4.68552960183099000000E+00,7.73726162879750000000E-01
238,3.96666666666667000000E+00,4.75992284617477000000E+00,7.75896482651822000000E-01
239,3.98333333333333000000E+00,4.83131839570350000000E+00,7.70987032934490000000E-01
240,4.00000000000000000000E+00,4.89489701525578000000E+00,7.47616043346409000000E-01
241,4.01666666666667000000E+00,4.95847563480807000000E+00,7.24245053758328000000E-01
242,4.03333333333333000000E+00,5.02205425436035000000E+00,7.00874064170248000000E-01
243,4.05000000000000000000E+00,5.08563287391263000000E+00,6.77503074582166000000E-01
244,4.06666666666667000000E+00,5.14120060708137000000E+00,6.46540436595869000000E-01
245,4.08333333333333000000E+00,5.19305570422300000000E+00,6.12059457941777000000E-01
246,4.10000000000000000000E+00,5.24491080136464000000E+00,5.77578479287686000000E-01
247,4.11666666666667000000E+00,5.29676589850627000000E+00,5.43097500633595000000E-01
248,4.13333333333333000000E+00,5.34771995977278000000E+00,5.08803005230932000000E-01
249,4.15000000000000000000E+00,5.38950151656778000000E+00,4.76406900896611000000E-01
250,4.16666666666667000000E+00,5.43128307336279000000E+00,4.44010796562289000000E-01
251,4.18333333333333000000E+00,5.47306463015780000000E+00,4.11614692227968000000E-01
252,4.20000000000000000000E+00,5.51484618695280000000E+00,3.79218587893646000000E-01
253,4.21666666666667000000E+00,5.55255848543433000000E+00,3.50206700755905000000E-01
254,4.23333333333333000000E+00,5.58612884302303000000E+00,3.24639477612652000000E-01
255,4.25000000000000000000E+00,5.61969920061174000000E+00,2.99072254469398000000E-01
256,4.26666666666667000000E+00,5.65326955820044000000E+00,2.73505031326144000000E-01
257,4.28333333333333000000E+00,5.68683991578915000000E+00,2.47937808182891000000E-01
258,4.30000000000000000000E+00,5.71506416647556000000E+00,2.28169106349216000000E-01
259,4.31666666666667000000E+00,5.74270562118715000000E+00,2.09032519611807000000E-01
260,4.33333333333333000000E+00,5.77034707589874000000E+00,1.89895932874399000000E-01
261,4.35000000000000000000E+00,5.79731831970268000000E+00,1.71505265882276000000E-01
262,4.36666666666667000000E+00,5.82045556169543000000E+00,1.57381699920264000000E-01
263,4.38333333333333000000E+00,5.84359280368818000000E+00,1.43258133958252000000E-01
264,4.40000000000000000000E+00,5.86673004568093000000E+00,1.29134567996241000000E-01
265,4.41666666666667000000E+00,5.88836000079801000000E+00,1.16587044876514000000E-01
266,4.43333333333333000000E+00,5.90768990809305000000E+00,1.06444487901800000000E-01
267,4.45000000000000000000E+00,5.92701981538809000000E+00,9.63019309270865000000E-02
268,4.46666666666667000000E+00,5.94634972268313000000E+00,8.61593739523729000000E-02
269,4.48333333333333000000E+00,5.96364680298606000000E+00,7.79362969241459000000E-02
270,4.50000000000000000000E+00,5.97981515982291000000E+00,7.07790076223966000000E-02
271,4.51666666666667000000E+00,5.99598351665976000000E+00,6.36217183206473000000E-02
272,4.53333333333333000000E+00,6.01215187349662000000E+00,5.64644290188980000000E-02
273,4.55000000000000000000E+00,6.02600533185676000000E+00,5.12360385266468000000E-02
274,4.56666666666667000000E+00,6.03957290739509000000E+00,4.62458610878882000000E-02
275,4.58333333333333000000E+00,6.05314048293342000000E+00,4.12556836491293000000E-02
276,4.60000000000000000000E+00,6.06640908040737000000E+00,3.64792505021089000000E-02
277,4.61666666666667000000E+00,6.07779707072152000000E+00,3.30472940686446000000E-02
278,4.63333333333333000000E+00,6.08918506103568000000E+00,2.96153376351801000000E-02
279,4.65000000000000000000E+00,6.10057305134983000000E+00,2.61833812017157000000E-02
280,4.66666666666667000000E+00,6.11127075625681000000E+00,2.31729942462052000000E-02
281,4.68333333333333000000E+00,6.12086237193832000000E+00,2.08381154971740000000E-02
282,4.70000000000000000000E+00,6.13045398761984000000E+00,1.85032367481426000000E-02
283,4.71666666666667000000E+00,6.14004560330135000000E+00,1.61683579991113000000E-02
284,4.73333333333333000000E+00,6.14873246490408000000E+00,1.43124188853114000000E-02
285,4.75000000000000000000E+00,6.15689105592239000000E+00,1.27361245135976000000E-02
286,4.76666666666667000000E+00,6.16504964694069000000E+00,1.11598301418839000000E-02
287,4.78333333333333000000E+00,6.17320823795900000000E+00,9.58353577017024000000E-03
288,4.80000000000000000000E+00,6.18037430776152000000E+00,8.47363667098816000000E-03
289,4.81666666666667000000E+00,6.18740304835791000000E+00,7.42826988758938000000E-03
290,4.83333333333333000000E+00,6.19443178895430000000E+00,6.38290310419060000000E-03
291,4.85000000000000000000E+00,6.20146052955069000000E+00,5.33753632079176000000E-03
292,4.86666666666667000000E+00,6.20761638738879000000E+00,4.66015075367740000000E-03
293,4.88333333333333000000E+00,6.21375062225031000000E+00,3.99188078558915000000E-03
294,4.90000000000000000000E+00,6.21988485711182000000E+00,3.32361081750093000000E-03
295,4.91666666666667000000E+00,6.22597166056654000000E+00,2.67471209080203000000E-03
296,4.93333333333333000000E+00,6.23145792680607000000E+00,2.27107598948782000000E-03
297,4.95000000000000000000E+00,6.23694419304561000000E+00,1.86743988817362000000E-03
298,4.96666666666667000000E+00,6.24243045928515000000E+00,1.46380378685941000000E-03
299,4.98333333333333000000E+00,6.24784821270654000000E+00,1.09322985894096000000E-03
300,5.00000000000000000000E+00,6.25293281733875000000E+00,8.83423263806526000000E-04
301,5.01666666666667000000E+00,6.25801742197097000000E+00,6.73616668672092000000E-04
302,5.03333333333333000000E+00,6.26310202660318000000E+00,4.63810073537657000000E-04
303,5.05000000000000000000E+00,6.26814126488902000000E+00,2.95941637658059000000E-04
304,5.06666666666667000000E+00,6.27305655846197000000E+00,2.42651816173597000000E-04
305,5.08333333333333000000E+00,6.27797185203493000000E+00,1.89361994689136000000E-04
306,5.10000000000000000000E+00,6.28288714560789000000E+00,1.36072173204674000000E-04
307,5.11666666666667000000E+00,6.28781345899573000000E+00,1.44397807433465000000E-04
308,5.13333333333333000000E+00,6.29275502979793000000E+00,2.38032727590293000000E-04
309,5.15000000000000000000E+00,6.29769660060013000000E+00,3.31667647747114000000E-04
310,5.16666666666667000000E+00,6.30263817140233000000E+00,4.25302567903935000000E-04
311,5.18333333333333000000E+00,6.30771450194673000000E+00,6.11788569703980000000E-04
312,5.20000000000000000000E+00,6.31289216688495000000E+00,8.68095186466730000000E-04
313,5.21666666666667000000E+00,6.31806983182317000000E+00,1.12440180322947000000E-03
314,5.23333333333333000000E+00,6.32324749676138000000E+00,1.38070841999222000000E-03
315,5.25000000000000000000E+00,6.32876532624979000000E+00,1.78686156320515000000E-03
316,5.26666666666667000000E+00,6.33441399694575000000E+00,2.25065181309705000000E-03
317,5.28333333333333000000E+00,6.34006266764170000000E+00,2.71444206298893000000E-03
318,5.30000000000000000000E+00,6.34571133833766000000E+00,3.17823231288084000000E-03
319,5.31666666666667000000E+00,6.35206432321447000000E+00,3.92160563367858000000E-03
320,5.33333333333333000000E+00,6.35851918702102000000E+00,4.70542059942872000000E-03
321,5.35000000000000000000E+00,6.36497405082758000000E+00,5.48923556517891000000E-03
322,5.36666666666667000000E+00,6.37142891463413000000E+00,6.27305053092905000000E-03
323,5.38333333333333000000E+00,6.37839230120979000000E+00,7.27377435089166000000E-03
324,5.40000000000000000000E+00,6.38606995434854000000E+00,8.57916642017414000000E-03
325,5.41666666666667000000E+00,6.39374760748730000000E+00,9.88455848945657000000E-03
326,5.43333333333333000000E+00,6.40142526062605000000E+00,1.11899505587391000000E-02
327,5.45000000000000000000E+00,6.40910291376481000000E+00,1.24953426280215000000E-02
328,5.46666666666667000000E+00,6.41840896223317000000E+00,1.45961320899196000000E-02
329,5.48333333333333000000E+00,6.42778620203595000000E+00,1.67316952954782000000E-02
330,5.50000000000000000000E+00,6.43716344183873000000E+00,1.88672585010369000000E-02
331,5.51666666666667000000E+00,6.44654068164150000000E+00,2.10028217065955000000E-02
332,5.53333333333333000000E+00,6.45707423108289000000E+00,2.38076286576832000000E-02
333,5.55000000000000000000E+00,6.46876245398684000000E+00,2.72807323756166000000E-02
334,5.56666666666667000000E+00,6.48045067689080000000E+00,3.07538360935502000000E-02
335,5.58333333333333000000E+00,6.49213889979475000000E+00,3.42269398114838000000E-02
336,5.60000000000000000000E+00,6.50396652373811000000E+00,3.77984684352479000000E-02
337,5.61666666666667000000E+00,6.51892741721549000000E+00,4.35822600387725000000E-02
338,5.63333333333333000000E+00,6.53388831069287000000E+00,4.93660516422971000000E-02
339,5.65000000000000000000E+00,6.54884920417025000000E+00,5.51498432458215000000E-02
340,5.66666666666667000000E+00,6.56381009764763000000E+00,6.09336348493459000000E-02
341,5.68333333333333000000E+00,6.57894615437790000000E+00,6.68666514058374000000E-02
342,5.70000000000000000000E+00,6.59863193670526000000E+00,7.66756669348121000000E-02
343,5.71666666666667000000E+00,6.61831771903261000000E+00,8.64846824637868000000E-02
344,5.73333333333333000000E+00,6.63800350135997000000E+00,9.62936979927611000000E-02
345,5.75000000000000000000E+00,6.65768928368732000000E+00,1.06102713521736000000E-01
346,5.76666666666667000000E+00,6.67757824121387000000E+00,1.16115019453895000000E-01
347,5.78333333333333000000E+00,6.70370392637304000000E+00,1.32367589355161000000E-01
348,5.80000000000000000000E+00,6.72982961153221000000E+00,1.48620159256428000000E-01
349,5.81666666666667000000E+00,6.75595529669138000000E+00,1.64872729157694000000E-01
350,5.83333333333333000000E+00,6.78208098185054000000E+00,1.81125299058960000000E-01
351,5.85000000000000000000E+00,6.80842817097020000000E+00,1.97616931672993000000E-01
352,5.86666666666667000000E+00,6.84306460408908000000E+00,2.23054901647856000000E-01
353,5.88333333333333000000E+00,6.87770103720797000000E+00,2.48492871622719000000E-01
354,5.90000000000000000000E+00,6.91233747032685000000E+00,2.73930841597581000000E-01
355,5.91666666666667000000E+00,6.94697390344574000000E+00,2.99368811572442000000E-01
356,5.93333333333333000000E+00,6.98183049729488000000E+00,3.25008656723689000000E-01
357,5.95000000000000000000E+00,7.02720472875582000000E+00,3.60292592106394000000E-01
358,5.96666666666667000000E+00,7.07257896021675000000E+00,3.95576527489100000000E-01
359,5.98333333333333000000E+00,7.11795319167769000000E+00,4.30860462871804000000E-01
360,6.00000000000000000000E+00,7.16332742313862000000E+00,4.66144398254508000000E-01
361,6.01666666666667000000E+00,7.20889723937665000000E+00,5.01469833926537000000E-01
362,6.03333333333333000000E+00,7.26732760303067000000E+00,5.39524093623493000000E-01
363,6.05000000000000000000E+00,7.32575796668470000000E+00,5.77578353320449000000E-01
364,6.06666666666667000000E+00,7.38418833033873000000E+00,6.15632613017404000000E-01
365,6.08333333333333000000E+00,7.44261869399276000000E+00,6.53686872714360000000E-01
366,6.10000000000000000000E+00,7.50118465410145000000E+00,6.91558891739188000000E-01
367,6.11666666666667000000E+00,7.57395274288843000000E+00,7.10343350675571000000E-01
368,6.13333333333333000000E+00,7.64672083167541000000E+00,7.29127809611955000000E-01
369,6.15000000000000000000E+00,7.71948892046240000000E+00,7.47912268548339000000E-01
370,6.16666666666667000000E+00,7.79225700924938000000E+00,7.66696727484722000000E-01
371,6.18333333333333000000E+00,7.86508029044570000000E+00,7.85292864542836000000E-01
372,6.20000000000000000000E+00,7.95187697133762000000E+00,7.56210400365426000000E-01
373,6.21666666666667000000E+00,8.03867365222952000000E+00,7.27127936188015000000E-01
374,6.23333333333333000000E+00,8.12547033312144000000E+00,6.98045472010607000000E-01
375,6.25000000000000000000E+00,8.21226701401335000000E+00,6.68963007833197000000E-01
376,6.26666666666667000000E+00,8.29906369490527000000E+00,6.39880543655787000000E-01
377,6.28333333333333000000E+00,8.39691346299520000000E+00,5.68103001073005000000E-01
378,6.30000000000000000000E+00,8.49478081973207000000E+00,4.96257518316828000000E-01
379,6.31666666666667000000E+00,8.59264817646896000000E+00,4.24412035560653000000E-01
380,6.33333333333333000000E+00,8.69051553320584000000E+00,3.52566552804475000000E-01
381,6.35000000000000000000E+00,8.79508225938913000000E+00,2.83580599817579000000E-01
382,6.36666666666667000000E+00,8.89986049181720000000E+00,2.14684925237957000000E-01
383,6.38333333333333000000E+00,9.00463872424528000000E+00,1.45789250658336000000E-01
384,6.40000000000000000000E+00,9.10941695667336000000E+00,7.68935760787137000000E-02
385,6.41666666666667000000E+00,9.21703065142688000000E+00,5.86788275797048000000E-02
386,6.43333333333333000000E+00,9.32482411697195000000E+00,4.36772941234276000000E-02
387,6.45000000000000000000E+00,9.43261758251702000000E+00,2.86757606671495000000E-02
388,6.46666666666667000000E+00,9.54041104806208000000E+00,1.36742272108723000000E-02
389,6.48333333333333000000E+00,9.64668444240260000000E+00,5.85501098433312000000E-02
390,6.50000000000000000000E+00,9.75280999833921000000E+00,1.09249523371602000000E-01
391,6.51666666666667000000E+00,9.85893555427581000000E+00,1.59948936899870000000E-01
392,6.53333333333333000000E+00,9.96506111021242000000E+00,2.10648350428141000000E-01
393,6.55000000000000000000E+00,1.00655477382494000000E+01,2.83876085135006000000E-01
394,6.56666666666667000000E+00,1.01652824664913000000E+01,3.60107766758830000000E-01
395,6.58333333333333000000E+00,1.02650171947332000000E+01,4.36339448382654000000E-01
396,6.60000000000000000000E+00,1.03617671415849000000E+01,5.06847537415755000000E-01
397,6.61666666666667000000E+00,1.04526757990035000000E+01,5.66154417197986000000E-01
398,6.63333333333333000000E+00,1.05435844564221000000E+01,6.25461296980216000000E-01
399,6.65000000000000000000E+00,1.06344931138407000000E+01,6.84768176762443000000E-01
400,6.66666666666667000000E+00,1.07174975570828000000E+01,7.16274449478504000000E-01
401,6.68333333333333000000E+00,1.07984513933834000000E+01,7.40568352114913000000E-01
402,6.70000000000000000000E+00,1.08794052296839000000E+01,7.64862254751321000000E-01
403,6.71666666666667000000E+00,1.09578276337971000000E+01,7.81166001842363000000E-01
404,6.73333333333333000000E+00,1.10286492364545000000E+01,7.73478750396384000000E-01
405,6.75000000000000000000E+00,1.10994708391118000000E+01,7.65791498950407000000E-01
406,6.76666666666667000000E+00,1.11702924417692000000E+01,7.58104247504429000000E-01
407,6.78333333333333000000E+00,1.12342615538685000000E+01,7.36653191226765000000E-01
408,6.80000000000000000000E+00,1.12953725449703000000E+01,7.09461358035597000000E-01
409,6.81666666666667000000E+00,1.13564835360721000000E+01,6.82269524844431000000E-01
410,6.83333333333333000000E+00,1.14161381937191000000E+01,6.53909087416849000000E-01
411,6.85000000000000000000E+00,1.14682317060954000000E+01,6.19481367550339000000E-01
412,6.86666666666667000000E+00,1.15203252184716000000E+01,5.85053647683830000000E-01
413,6.88333333333333000000E+00,1.15724187308479000000E+01,5.50625927817320000000E-01
414,6.90000000000000000000E+00,1.16195817759518000000E+01,5.16670908688901000000E-01
415,6.91666666666667000000E+00,1.16636885532931000000E+01,4.83008904389987000000E-01
416,6.93333333333333000000E+00,1.17077953306344000000E+01,4.49346900091072000000E-01
417,6.95000000000000000000E+00,1.17514017094587000000E+01,4.16017335424286000000E-01
418,6.96666666666667000000E+00,1.17886689712730000000E+01,3.86899161589715000000E-01
419,6.98333333333333000000E+00,1.18259362330874000000E+01,3.57780987755147000000E-01
420,7.00000000000000000000E+00,1.18632034949017000000E+01,3.28662813920577000000E-01
421,7.01666666666667000000E+00,1.18973382856809000000E+01,3.02615257683184000000E-01
422,7.03333333333333000000E+00,1.19286839816332000000E+01,2.79301723104574000000E-01
423,7.05000000000000000000E+00,1.19600296775855000000E+01,2.55988188525963000000E-01
424,7.06666666666667000000E+00,1.19913753735377000000E+01,2.32674653947353000000E-01
425,7.08333333333333000000E+00,1.20190978791686000000E+01,2.13342046087964000000E-01
426,7.10000000000000000000E+00,1.20451944553613000000E+01,1.95795904124455000000E-01
427,7.11666666666667000000E+00,1.20712910315541000000E+01,1.78249762160945000000E-01
428,7.13333333333333000000E+00,1.20973876077468000000E+01,1.60703620197435000000E-01
429,7.15000000000000000000E+00,1.21197091092038000000E+01,1.47254487733116000000E-01
430,7.16666666666667000000E+00,1.21413722485732000000E+01,1.34519861845553000000E-01
431,7.18333333333333000000E+00,1.21630353879425000000E+01,1.21785235957990000000E-01
432,7.20000000000000000000E+00,1.21846515248097000000E+01,1.09097812773362000000E-01
433,7.21666666666667000000E+00,1.22026294247204000000E+01,1.00064123116940000000E-01
434,7.23333333333333000000E+00,1.22206073246311000000E+01,9.10304334605190000000E-02
435,7.25000000000000000000E+00,1.22385852245418000000E+01,8.19967438040980000000E-02
436,7.26666666666667000000E+00,1.22560331752550000000E+01,7.34368340451517000000E-02
437,7.28333333333333000000E+00,1.22709655262968000000E+01,6.71258956213152000000E-02
438,7.30000000000000000000E+00,1.22858978773387000000E+01,6.08149571974783000000E-02
439,7.31666666666667000000E+00,1.23008302283805000000E+01,5.45040187736414000000E-02
440,7.33333333333333000000E+00,1.23148991280542000000E+01,4.88538988129490000000E-02
441,7.35000000000000000000E+00,1.23272560211825000000E+01,4.45140153935053000000E-02
442,7.36666666666667000000E+00,1.23396129143108000000E+01,4.01741319740616000000E-02
443,7.38333333333333000000E+00,1.23519698074391000000E+01,3.58342485546177000000E-02
444,7.40000000000000000000E+00,1.23632581647723000000E+01,3.21838916396497000000E-02
445,7.41666666666667000000E+00,1.23734629855919000000E+01,2.92327411979567000000E-02
446,7.43333333333333000000E+00,1.23836678064114000000E+01,2.62815907562635000000E-02
447,7.45000000000000000000E+00,1.23938726272309000000E+01,2.33304403145704000000E-02
448,7.46666666666667000000E+00,1.24029230063672000000E+01,2.10074555672635000000E-02
449,7.48333333333333000000E+00,1.24113727386351000000E+01,1.90113004577965000000E-02
450,7.50000000000000000000E+00,1.24198224709029000000E+01,1.70151453483297000000E-02
451,7.51666666666667000000E+00,1.24282722031707000000E+01,1.50189902388628000000E-02
452,7.53333333333333000000E+00,1.24355550805631000000E+01,1.35590722501240000000E-02
453,7.55000000000000000000E+00,1.24425801196300000000E+01,1.22176458443917000000E-02
454,7.56666666666667000000E+00,1.24496051586968000000E+01,1.08762194386592000000E-02
455,7.58333333333333000000E+00,1.24566301977637000000E+01,9.53479303292692000000E-03
456,7.60000000000000000000E+00,1.24625856183669000000E+01,8.60079250100959000000E-03
